,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_hate_f1,eval_hate_recall,eval_hate_precision,eval_offensive_f1,eval_offensive_recall,eval_offensive_precision,eval_normal_f1,eval_normal_recall,eval_normal_precision,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,model_run
0,0.522580623626709,0.7960498067840275,0.7504200310782944,0.7581577508050904,0.7470643960805662,0.7687074829931972,0.796576032225579,0.7427230046948357,0.8630735615440641,0.8777777777777778,0.8488538681948424,0.6194790486976217,0.566839378238342,0.682896379525593,3.9438,1181.096,74.04,3.0,1
1,0.5212762951850891,0.798196650923143,0.7569300817174655,0.7525068084800899,0.7639883405678166,0.7741631305987743,0.8267875125881168,0.7278368794326241,0.8670172802404207,0.8548148148148148,0.8795731707317073,0.6296098343132015,0.6103626943005181,0.6501103752759382,3.9248,1186.824,74.399,3.0,2
2,0.5249143242835999,0.7984113353370546,0.7492822250019241,0.7610031895405371,0.749298491860989,0.753931544865865,0.8207452165156093,0.6971770744225834,0.8701702984801318,0.88,0.8605577689243028,0.6237448316597756,0.5471502590673575,0.7252747252747253,3.9153,1189.691,74.579,3.0,3
3,0.5407729744911194,0.7913267496779733,0.7562681107036195,0.7449285048279352,0.7783127758829171,0.7521891418563923,0.865055387713998,0.6653756777691712,0.8599450765005885,0.8118518518518518,0.914095079232694,0.656670113753878,0.6580310880829016,0.6553147574819401,3.897,1195.286,74.93,3.0,4
4,0.5129950046539307,0.8014169171318162,0.756255655994757,0.7560737694956798,0.7596933147267872,0.7719298245614035,0.8197381671701913,0.7293906810035843,0.8730040846639436,0.8707407407407407,0.8752792256142964,0.6238330587589236,0.5886010362694301,0.6635514018691588,4.0138,1160.508,72.75,3.0,5
5,0.5041853189468384,0.8069987118935166,0.7629700981481108,0.7699551993978272,0.7571653947619906,0.7746835443037975,0.770392749244713,0.7790224032586558,0.8747044917257684,0.8907407407407407,0.8592354412290104,0.6395222584147666,0.6103626943005181,0.6716077537058153,3.9385,1182.695,74.141,3.0,6
6,0.5111709237098694,0.8151567196221554,0.7699117235246097,0.7838914417049585,0.7607643467813361,0.7875751503006012,0.7915407854984894,0.7836490528414756,0.8794249775381852,0.9062962962962963,0.8541012216404886,0.6427350427350428,0.5844559585492228,0.7139240506329114,3.8754,1201.952,75.348,3.0,7
7,0.49826937913894653,0.8061399742378703,0.75852344125403,0.7723388195269941,0.7475535213583937,0.7733887733887734,0.7492447129909365,0.799140708915145,0.8759411975618502,0.9048148148148148,0.8488533703961084,0.6262403528114663,0.5886010362694301,0.6690223792697291,3.9042,1193.08,74.792,3.0,8
8,0.4945012331008911,0.8100042936882782,0.7655017272372833,0.7736963214008877,0.7620264302622677,0.7837051406401552,0.8136958710976838,0.7558465855940131,0.8752504097614278,0.89,0.8609817269795772,0.6375496313102667,0.5823834196891192,0.7042606516290727,3.8629,1205.823,75.59,3.0,9
9,0.5176900625228882,0.806784027479605,0.7614864255914012,0.7721034674506809,0.7530757636984124,0.7775510204081633,0.7673716012084593,0.7880041365046536,0.8740526885600867,0.8970370370370371,0.8522167487684729,0.6328555678059536,0.5948186528497409,0.6760895170789164,3.9708,1173.056,73.536,3.0,10
