,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_hate_f1,eval_hate_recall,eval_hate_precision,eval_offensive_f1,eval_offensive_recall,eval_offensive_precision,eval_normal_f1,eval_normal_recall,eval_normal_precision,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,model_run
0,0.5526553392410278,0.779089738085015,0.7298713737795,0.7384509348188261,0.7271321317926308,0.7345175228036487,0.770392749244713,0.7018348623853211,0.8518855893605393,0.8659259259259259,0.8382932950878451,0.6032110091743119,0.5450777202072539,0.675224646983312,3.3228,1401.828,43.939,3.0,1
1,0.5384126901626587,0.7805925289823958,0.7311343340288708,0.7370865390279988,0.7275252308280397,0.7350764676862359,0.7502517623363545,0.7205029013539652,0.8559970834852352,0.8696296296296296,0.8427853553481695,0.6023294509151416,0.5626943005181347,0.6479713603818615,3.313,1405.968,44.069,3.0,2
2,0.5323855876922607,0.7870330613997424,0.7353521174866325,0.7433497744637364,0.7312094544753207,0.730562347188264,0.7522658610271903,0.7100760456273765,0.8648845244589926,0.8807407407407407,0.8495891389782065,0.6106094808126411,0.5606217616580311,0.6703841387856257,3.3248,1400.995,43.913,3.0,3
3,0.5333895087242126,0.7917561185057965,0.7415038775291403,0.7537163177579275,0.7367797920697231,0.7447013487475915,0.7784491440080564,0.7137580794090489,0.8643361709835176,0.8837037037037037,0.8457993619283942,0.6154741128563118,0.5481865284974093,0.7015915119363395,3.8188,1219.746,38.232,3.0,4
4,0.5571170449256897,0.7737226277372263,0.7204691098956961,0.7300168739032192,0.7166936565940475,0.7205029013539651,0.7502517623363545,0.6930232558139535,0.8520602650208748,0.8692592592592593,0.8355286578853685,0.5888441633122484,0.5305699481865285,0.661498708010336,3.2957,1413.355,44.3,3.0,5
5,0.5310039520263672,0.7818806354658652,0.7311203962055183,0.7345166043418886,0.7309469935682961,0.737247353224254,0.771399798590131,0.7059907834101382,0.86034546122749,0.867037037037037,0.8537563822027717,0.5957683741648108,0.5544041450777202,0.6438026474127557,3.2855,1417.752,44.438,3.0,6
6,0.5293083786964417,0.7868183769858308,0.7350737488252488,0.7482571050204666,0.728344481220781,0.7409224730127576,0.7603222557905337,0.722488038277512,0.8605907780979827,0.8848148148148148,0.8376577840112202,0.6037079953650057,0.5398963730569948,0.6846254927726675,3.3638,1384.758,43.404,3.0,7
7,0.5248870253562927,0.7844568484328038,0.7330669709328799,0.7461870578674282,0.7259448049607665,0.7373090192212912,0.7532729103726082,0.722007722007722,0.857965796579658,0.8825925925925926,0.8346760070052539,0.6039260969976904,0.5419689119170984,0.681877444589309,3.3356,1396.454,43.77,3.0,8
8,0.5335059762001038,0.7780163160154573,0.727850106004932,0.7362054058582036,0.7239681319418234,0.7335606429615197,0.7583081570996979,0.710377358490566,0.8522624023260039,0.8685185185185185,0.836603638958259,0.5977272727272728,0.5450777202072539,0.6616352201257861,3.2874,1416.914,44.412,3.0,9
9,0.5427526831626892,0.7835981107771576,0.73185718817553,0.7424524642528777,0.7273610147254153,0.7335271317829457,0.7623363544813696,0.7068160597572363,0.8591625883632409,0.8777777777777778,0.8413205537806177,0.6028818443804035,0.5419689119170984,0.6792207792207792,3.2848,1418.061,44.448,3.0,10
